ReturnID,SalesID,ProductID,RegionID,DepartmentID,ReturnDate,ReturnReason
1435,154080,62,8,5,2023-07-30 07:45:00,Wrong Item
1436,161367,82,7,4,2023-10-28 05:30:00,Customer Changed Mind
1437,134452,84,5,5,2023-01-01 20:45:00,Defective
1438,159876,192,5,4,2023-09-27 16:45:00,Customer Changed Mind
1439,128167,183,4,1,2022-10-31 09:30:00,Damaged
1440,179032,43,5,2,2024-04-11 05:45:00,Damaged
1441,143794,13,4,3,2023-04-08 04:15:00,Customer Changed Mind
1442,141211,167,2,5,2023-03-12 06:30:00,Customer Changed Mind
1443,100574,95,5,6,2022-01-16 23:15:00,Customer Changed Mind
1444,134009,195,2,4,2022-12-31 06:00:00,Wrong Item
1445,164228,174,8,5,2023-11-12 00:45:00,Damaged
1446,138159,47,8,4,2023-02-07 11:30:00,Defective
1447,175201,109,1,3,2024-02-26 08:00:00,Damaged
1448,117708,88,4,3,2022-07-29 10:45:00,Wrong Item
1449,169936,56,8,4,2024-01-10 11:45:00,Defective
1450,122482,119,1,2,2022-09-14 04:15:00,Damaged
1451,135398,40,2,2,2023-01-12 17:15:00,Wrong Item
1452,100061,41,2,5,2022-01-04 15:00:00,Defective
1453,190199,14,7,5,2024-08-12 13:30:00,Defective
1454,126488,44,2,2,2022-10-25 21:45:00,Customer Changed Mind
1455,111606,18,5,1,2022-05-12 21:15:00,Defective
1456,190995,161,2,5,2024-08-14 20:30:00,Customer Changed Mind
1457,101713,72,3,5,2022-01-19 20:00:00,Defective
1458,160477,45,6,2,2023-09-23 23:00:00,Damaged
1459,162255,189,3,1,2023-10-24 11:30:00,Customer Changed Mind
1460,159829,16,3,3,2023-10-07 05:00:00,Wrong Item
1461,123245,16,6,2,2022-09-21 03:00:00,Damaged
1462,196453,25,3,5,2024-10-08 17:00:00,Wrong Item
1463,180827,135,8,5,2024-05-15 22:30:00,Wrong Item
1464,133754,35,4,4,2022-12-20 14:15:00,Wrong Item
1465,124555,96,3,2,2022-10-11 18:30:00,Defective
1466,126035,164,8,3,2022-10-28 04:30:00,Damaged
1467,179981,162,3,2,2024-05-02 03:00:00,Customer Changed Mind
1468,126546,186,4,1,2022-10-10 12:15:00,Wrong Item
1469,160251,27,2,3,2023-10-10 14:30:00,Customer Changed Mind
1470,181414,155,8,5,2024-05-18 01:15:00,Defective
1471,142855,106,6,6,2023-04-04 09:30:00,Customer Changed Mind
1472,126251,178,8,5,2022-10-02 10:30:00,Wrong Item
1473,125034,129,6,6,2022-09-25 18:15:00,Damaged
1474,128391,113,5,5,2022-11-01 17:30:00,Damaged
1475,126012,99,6,2,2022-10-26 22:45:00,Wrong Item
1476,123215,169,1,4,2022-09-25 19:30:00,Damaged
1477,139436,90,7,3,2023-03-16 18:45:00,Defective
1478,113820,23,1,5,2022-06-15 22:45:00,Customer Changed Mind
1479,160093,157,4,6,2023-10-02 23:00:00,Wrong Item
1480,183698,85,2,4,2024-06-02 20:15:00,Customer Changed Mind
1481,128871,108,8,1,2022-11-05 17:30:00,Defective
1482,156914,19,8,6,2023-08-30 20:15:00,Defective
1483,186097,9,6,5,2024-06-26 20:00:00,Damaged
1484,142618,184,1,4,2023-04-18 22:15:00,Defective
1485,169599,111,2,5,2024-01-10 23:30:00,Wrong Item
1486,130941,47,2,6,2022-12-11 07:00:00,Defective
1487,130401,29,3,6,2022-12-02 16:00:00,Customer Changed Mind
1488,119054,185,8,2,2022-07-23 11:15:00,Damaged
1489,150740,90,3,6,2023-06-18 12:45:00,Defective
1490,129723,138,1,1,2022-11-20 14:30:00,Wrong Item
1491,141760,103,5,2,2023-03-23 23:45:00,Defective
1492,138461,129,3,4,2023-02-21 15:00:00,Damaged
1493,190607,110,1,6,2024-08-05 19:30:00,Wrong Item
1494,134544,199,7,1,2023-01-07 19:45:00,Defective
1495,172185,140,5,2,2024-02-05 22:00:00,Wrong Item
1496,140506,193,1,3,2023-03-15 22:15:00,Defective
1497,194346,2,6,5,2024-09-16 18:15:00,Defective
1498,129729,17,7,6,2022-11-15 16:00:00,Defective
1499,162947,16,1,5,2023-11-08 16:30:00,Customer Changed Mind
1500,146616,97,6,3,2023-05-08 13:45:00,Customer Changed Mind
1501,143761,61,3,6,2023-04-28 20:00:00,Defective
1502,128514,197,1,1,2022-11-23 00:15:00,Damaged
1503,156549,163,5,1,2023-08-21 01:00:00,Customer Changed Mind
1504,126526,198,4,6,2022-10-17 07:15:00,Customer Changed Mind
1505,110070,44,6,6,2022-05-10 21:15:00,Customer Changed Mind
1506,189386,43,5,6,2024-07-29 02:15:00,Defective
1507,183602,181,8,3,2024-05-27 20:15:00,Customer Changed Mind
1508,196360,87,4,3,2024-10-05 17:45:00,Wrong Item
1509,155382,177,3,6,2023-08-21 21:15:00,Customer Changed Mind
1510,105666,32,4,4,2022-03-29 00:15:00,Wrong Item
1511,165538,79,7,2,2023-11-29 16:15:00,Customer Changed Mind
1512,149835,54,3,2,2023-06-25 02:30:00,Damaged
1513,178245,52,7,1,2024-04-17 01:00:00,Defective
1514,155000,87,6,4,2023-08-01 21:45:00,Defective
1515,126123,36,2,4,2022-10-10 02:30:00,Customer Changed Mind
1516,179758,144,8,2,2024-04-19 19:15:00,Wrong Item
1517,155553,195,5,2,2023-08-03 16:00:00,Defective
1518,169344,37,2,4,2024-01-12 07:45:00,Defective
1519,158552,34,1,3,2023-09-18 21:45:00,Wrong Item
1520,102842,90,4,6,2022-02-02 14:15:00,Defective
1521,173303,185,4,2,2024-02-08 13:30:00,Wrong Item
1522,115463,156,3,1,2022-06-18 01:30:00,Customer Changed Mind
1523,115967,50,7,6,2022-07-13 07:30:00,Customer Changed Mind
1524,178223,154,2,3,2024-03-27 19:30:00,Wrong Item
1525,171500,10,6,2,2024-01-30 18:45:00,Customer Changed Mind
1526,119514,7,4,4,2022-08-13 06:15:00,Wrong Item
1527,102162,124,6,2,2022-02-08 12:15:00,Damaged
1528,166306,35,1,1,2023-12-14 16:15:00,Wrong Item
1529,159950,114,5,3,2023-10-01 11:15:00,Customer Changed Mind
1530,118051,38,3,2,2022-07-26 00:30:00,Wrong Item
1531,131467,34,7,3,2022-11-28 18:30:00,Wrong Item
1532,126647,153,5,2,2022-10-18 13:30:00,Damaged
1533,173832,99,2,1,2024-03-07 01:45:00,Customer Changed Mind
1534,174631,61,5,2,2024-02-26 09:30:00,Damaged
1535,178092,182,3,4,2024-04-22 10:45:00,Customer Changed Mind
1536,131609,94,6,4,2022-12-02 06:00:00,Defective
1537,128560,168,7,6,2022-11-18 11:45:00,Damaged
1538,166888,45,1,5,2023-12-03 17:45:00,Defective
1539,119095,132,7,2,2022-07-25 21:30:00,Customer Changed Mind
1540,156324,88,8,6,2023-08-27 16:45:00,Defective
1541,110515,188,5,3,2022-05-11 12:30:00,Wrong Item
1542,181090,102,6,1,2024-05-12 16:15:00,Wrong Item
1543,104064,171,1,6,2022-02-19 07:45:00,Defective
1544,139807,95,5,2,2023-03-13 15:30:00,Damaged
1545,125452,19,2,4,2022-10-19 02:45:00,Wrong Item
1546,133892,63,5,1,2023-01-01 00:45:00,Defective
1547,174455,172,5,4,2024-02-17 13:30:00,Damaged
1548,135592,168,7,5,2023-02-03 17:45:00,Customer Changed Mind
1549,186559,59,8,2,2024-07-04 15:30:00,Wrong Item
1550,160882,1,3,6,2023-10-11 04:15:00,Defective
1551,139438,140,1,5,2023-03-12 19:15:00,Wrong Item
1552,178395,171,4,6,2024-04-13 14:30:00,Defective
1553,196834,76,1,6,2024-10-27 16:15:00,Damaged
1554,168869,69,2,3,2024-01-13 09:00:00,Customer Changed Mind
1555,189850,1,3,1,2024-08-12 22:15:00,Damaged
1556,127971,72,2,1,2022-11-16 08:30:00,Wrong Item
1557,190667,151,2,1,2024-08-10 10:30:00,Defective
1558,110566,171,2,5,2022-05-06 01:15:00,Wrong Item
1559,155539,89,1,2,2023-08-06 12:30:00,Customer Changed Mind
1560,102570,184,5,5,2022-02-06 18:15:00,Customer Changed Mind
1561,123094,173,8,1,2022-09-06 13:15:00,Customer Changed Mind
1562,101662,37,2,6,2022-02-15 07:15:00,Damaged
1563,167008,189,1,6,2023-12-27 23:45:00,Damaged
1564,178605,178,8,1,2024-04-20 19:00:00,Defective
1565,141706,183,1,6,2023-03-19 10:15:00,Defective
1566,145429,96,5,3,2023-05-16 05:00:00,Defective
1567,192140,31,1,1,2024-09-08 18:45:00,Wrong Item
1568,194750,73,3,2,2024-09-30 23:15:00,Damaged
1569,168052,120,5,2,2023-12-18 20:45:00,Defective
1570,194909,134,1,1,2024-09-28 15:00:00,Wrong Item
1571,106063,200,5,6,2022-03-16 03:30:00,Damaged
1572,142976,142,7,5,2023-04-10 15:45:00,Damaged
1573,170633,170,7,2,2024-01-22 18:00:00,Customer Changed Mind
1574,123007,191,5,3,2022-09-24 15:30:00,Wrong Item
1575,103233,200,3,1,2022-02-22 16:00:00,Customer Changed Mind
1576,168258,175,1,1,2024-01-01 00:15:00,Customer Changed Mind
1577,163826,22,5,3,2023-11-16 20:15:00,Damaged
1578,189723,132,6,3,2024-08-12 14:30:00,Damaged
1579,186168,190,3,5,2024-07-15 13:45:00,Damaged
1580,162189,82,8,6,2023-10-11 19:00:00,Wrong Item
1581,147585,104,4,4,2023-05-16 16:00:00,Customer Changed Mind
1582,170604,88,7,5,2024-01-10 10:45:00,Wrong Item
1583,153271,62,2,6,2023-08-06 21:30:00,Customer Changed Mind
1584,139881,97,3,4,2023-02-21 10:00:00,Customer Changed Mind
1585,110154,8,4,6,2022-05-03 18:15:00,Defective
1586,105655,178,2,5,2022-03-24 21:30:00,Damaged
1587,163762,120,2,6,2023-11-16 04:15:00,Wrong Item
1588,152439,145,3,3,2023-07-06 05:30:00,Wrong Item
1589,172557,150,2,4,2024-02-20 19:00:00,Damaged
1590,111121,141,4,4,2022-05-20 20:00:00,Wrong Item
1591,146734,15,5,3,2023-05-17 19:15:00,Customer Changed Mind
1592,181866,166,5,1,2024-05-15 18:15:00,Damaged
1593,149313,122,8,1,2023-05-31 16:00:00,Wrong Item
1594,183492,124,1,6,2024-06-17 16:45:00,Customer Changed Mind
1595,144560,146,6,6,2023-04-22 03:45:00,Defective
1596,119336,129,4,1,2022-07-31 09:45:00,Defective
1597,179984,51,4,5,2024-05-11 03:45:00,Wrong Item
1598,159639,27,1,5,2023-09-15 05:30:00,Defective
1599,143798,25,2,4,2023-04-25 05:15:00,Damaged
1600,186456,154,4,2,2024-07-10 13:45:00,Defective
1601,131721,135,8,4,2022-12-05 10:00:00,Damaged
1602,121715,83,2,1,2022-08-26 04:30:00,Customer Changed Mind
1603,116777,99,3,4,2022-07-12 18:00:00,Wrong Item
1604,143732,19,1,4,2023-04-06 12:45:00,Customer Changed Mind
1605,160735,82,8,5,2023-10-10 15:30:00,Customer Changed Mind
1606,136105,75,8,6,2023-01-25 02:00:00,Damaged
1607,159858,128,4,3,2023-10-12 12:15:00,Wrong Item
1608,117111,26,8,2,2022-07-20 05:30:00,Damaged
1609,105771,79,7,2,2022-03-04 02:30:00,Damaged
1610,172986,73,8,6,2024-02-07 06:15:00,Wrong Item
1611,168121,29,6,2,2024-01-04 14:00:00,Wrong Item
1612,107668,93,1,4,2022-04-02 20:45:00,Customer Changed Mind
1613,149191,136,4,3,2023-05-29 09:30:00,Customer Changed Mind
1614,111743,112,5,5,2022-05-08 07:30:00,Damaged
1615,110101,142,7,4,2022-05-03 05:00:00,Customer Changed Mind
1616,167126,51,1,1,2023-12-26 05:15:00,Wrong Item
1617,146999,183,4,6,2023-06-02 13:30:00,Defective
1618,105032,130,3,2,2022-03-22 09:45:00,Wrong Item
1619,112752,159,1,2,2022-06-05 19:45:00,Damaged
1620,169092,10,7,4,2024-01-19 16:45:00,Customer Changed Mind
1621,140218,147,2,5,2023-02-27 22:15:00,Defective
1622,140518,156,4,3,2023-03-04 01:15:00,Defective
1623,156315,184,4,6,2023-08-27 14:30:00,Damaged
1624,165821,158,7,3,2023-11-25 15:00:00,Defective
1625,153576,187,4,4,2023-07-19 01:45:00,Damaged
1626,188817,3,3,6,2024-07-15 04:00:00,Customer Changed Mind
1627,172723,154,5,6,2024-01-29 12:30:00,Defective
1628,164877,64,3,4,2023-11-28 19:00:00,Customer Changed Mind
1629,185885,191,2,5,2024-07-10 15:00:00,Customer Changed Mind
1630,117389,40,3,1,2022-07-18 03:00:00,Customer Changed Mind
1631,121410,99,5,2,2022-08-22 00:15:00,Defective
1632,116566,48,8,3,2022-07-17 13:15:00,Wrong Item
1633,111303,103,2,4,2022-05-12 17:30:00,Customer Changed Mind
1634,150049,72,3,4,2023-06-12 08:00:00,Damaged
1635,193397,109,7,2,2024-09-13 21:00:00,Damaged
1636,161232,51,6,5,2023-10-07 19:45:00,Defective
1637,140637,19,1,1,2023-03-10 07:00:00,Defective
1638,167819,195,8,4,2023-12-12 10:30:00,Damaged
1639,167272,29,4,6,2023-12-08 17:45:00,Defective
1640,123996,20,8,4,2022-10-05 22:45:00,Defective
1641,135164,146,4,2,2023-01-11 06:45:00,Damaged
1642,138407,153,8,3,2023-02-06 01:30:00,Defective
1643,115537,161,1,4,2022-07-03 20:00:00,Wrong Item
1644,165674,163,8,6,2023-12-01 02:15:00,Damaged
1645,106777,159,3,5,2022-03-25 14:00:00,Wrong Item
1646,173654,40,8,1,2024-02-15 05:15:00,Defective
1647,126408,66,2,5,2022-10-06 01:45:00,Wrong Item
1648,199631,57,5,1,2024-11-09 19:30:00,Damaged
1649,181649,64,4,4,2024-05-20 12:00:00,Damaged
1650,156818,74,1,1,2023-08-26 20:15:00,Customer Changed Mind
1651,106170,17,8,2,2022-03-29 06:15:00,Wrong Item
1652,151752,10,1,4,2023-06-26 01:45:00,Customer Changed Mind
1653,189038,119,8,5,2024-08-05 11:15:00,Defective
1654,126129,29,7,4,2022-10-09 04:00:00,Wrong Item
1655,195503,137,3,6,2024-10-10 19:30:00,Customer Changed Mind
1656,163410,45,8,6,2023-10-31 12:15:00,Defective
1657,170376,125,6,5,2024-02-01 01:45:00,Wrong Item
1658,151705,4,3,5,2023-07-08 14:00:00,Wrong Item
1659,176324,173,8,2,2024-04-01 00:45:00,Damaged
1660,187333,71,8,5,2024-07-03 17:00:00,Customer Changed Mind
1661,108749,85,1,5,2022-04-11 03:00:00,Defective
1662,105973,4,5,6,2022-03-18 05:00:00,Damaged
1663,132794,88,3,5,2023-01-03 14:15:00,Wrong Item
1664,126268,160,7,6,2022-10-24 14:45:00,Defective
1665,156910,131,1,6,2023-08-22 19:15:00,Wrong Item
1666,181299,150,5,6,2024-05-05 20:30:00,Defective
1667,147116,113,4,4,2023-05-15 18:45:00,Wrong Item
1668,128846,39,8,6,2022-11-16 11:15:00,Damaged
1669,102628,63,7,5,2022-02-05 08:45:00,Damaged
1670,165001,196,4,3,2023-11-19 02:00:00,Customer Changed Mind
1671,167712,151,1,4,2023-12-08 07:45:00,Defective
1672,198072,191,6,1,2024-11-08 13:45:00,Defective
1673,113695,161,3,3,2022-05-31 15:30:00,Wrong Item
1674,176852,38,8,3,2024-03-13 12:45:00,Defective
1675,192999,4,8,2,2024-09-09 17:30:00,Damaged
1676,154373,162,1,6,2023-07-27 09:00:00,Defective
1677,145678,168,5,3,2023-04-25 19:15:00,Customer Changed Mind
1678,188744,46,8,6,2024-08-05 09:45:00,Wrong Item
1679,109606,85,7,6,2022-05-09 01:15:00,Defective
1680,100082,144,2,5,2022-01-20 20:15:00,Damaged
1681,126249,182,3,1,2022-10-16 10:00:00,Wrong Item
1682,152309,22,2,1,2023-07-22 21:00:00,Damaged
1683,109283,114,8,6,2022-04-21 16:30:00,Wrong Item
1684,121846,154,1,4,2022-09-12 13:15:00,Defective
1685,120223,142,4,1,2022-08-13 15:30:00,Defective
1686,179560,74,4,3,2024-04-19 17:45:00,Wrong Item
1687,112479,121,6,2,2022-05-14 23:30:00,Wrong Item
1688,158873,16,6,3,2023-09-12 06:00:00,Damaged
1689,127336,86,4,3,2022-11-06 17:45:00,Customer Changed Mind
1690,116574,106,7,3,2022-06-25 15:15:00,Customer Changed Mind
1691,127327,45,6,4,2022-11-05 15:30:00,Wrong Item
1692,114454,134,7,4,2022-06-24 13:15:00,Customer Changed Mind
1693,183125,168,3,1,2024-06-12 21:00:00,Damaged
1694,199828,190,2,3,2024-12-01 20:45:00,Customer Changed Mind
1695,112741,179,3,6,2022-05-29 17:00:00,Defective
1696,132389,79,6,2,2023-01-02 09:00:00,Wrong Item
1697,115395,88,4,3,2022-06-20 08:30:00,Defective
1698,191131,163,4,1,2024-08-20 06:30:00,Customer Changed Mind
1699,150088,54,2,2,2023-07-02 17:45:00,Defective
1700,171732,166,6,2,2024-02-07 04:45:00,Customer Changed Mind
1701,164371,134,8,4,2023-11-20 12:30:00,Defective
1702,160946,61,1,4,2023-10-11 20:15:00,Defective
1703,107608,107,5,1,2022-03-26 05:45:00,Damaged
1704,195529,162,5,2,2024-10-15 02:00:00,Damaged
1705,134308,1,4,2,2023-01-17 08:45:00,Wrong Item
1706,165332,67,3,2,2023-11-13 12:45:00,Defective
1707,141079,103,7,6,2023-03-15 21:30:00,Defective
1708,128512,81,8,3,2022-11-04 23:45:00,Damaged
1709,119522,18,8,5,2022-07-29 08:15:00,Wrong Item
1710,117127,139,3,4,2022-07-04 09:30:00,Damaged
1711,146232,109,1,6,2023-05-22 13:45:00,Defective
1712,183458,142,5,2,2024-06-08 08:15:00,Damaged
1713,135000,31,1,1,2023-01-24 13:45:00,Defective
1714,122093,148,8,6,2022-09-16 03:00:00,Wrong Item
1715,189617,171,3,1,2024-08-16 12:00:00,Damaged
1716,172122,192,7,1,2024-01-26 06:15:00,Defective
1717,148344,131,6,5,2023-06-03 13:45:00,Damaged
1718,120990,75,1,6,2022-09-04 15:15:00,Customer Changed Mind
1719,152652,152,2,5,2023-07-25 10:45:00,Wrong Item
1720,182029,20,4,2,2024-05-29 11:00:00,Wrong Item
1721,173833,137,4,6,2024-02-23 02:00:00,Wrong Item
1722,130324,173,3,2,2022-11-28 20:45:00,Defective
1723,199083,28,6,4,2024-11-01 02:30:00,Wrong Item
1724,193220,68,1,2,2024-09-27 00:45:00,Defective
1725,196540,19,6,2,2024-10-29 14:45:00,Defective
1726,155738,42,1,4,2023-08-19 14:15:00,Damaged
1727,189984,31,3,2,2024-07-27 07:45:00,Defective
1728,185538,32,4,1,2024-06-13 00:15:00,Wrong Item
1729,100089,69,3,1,2022-01-21 22:00:00,Wrong Item
1730,146348,131,3,4,2023-05-19 18:45:00,Wrong Item
1731,171330,76,2,5,2024-01-23 00:15:00,Customer Changed Mind
1732,132605,42,1,4,2022-12-12 15:00:00,Wrong Item
1733,196136,41,6,1,2024-10-01 09:45:00,Wrong Item
1734,157806,144,3,3,2023-09-13 03:15:00,Defective
1735,160442,181,4,5,2023-10-09 14:15:00,Damaged
1736,122105,94,6,2,2022-08-31 06:00:00,Defective
1737,187452,120,6,2,2024-07-16 22:45:00,Wrong Item
1738,161817,113,8,2,2023-10-28 22:00:00,Wrong Item
1739,149280,148,1,6,2023-05-31 07:45:00,Customer Changed Mind
1740,177385,97,8,3,2024-04-07 02:00:00,Customer Changed Mind
1741,151167,153,8,1,2023-07-05 23:30:00,Damaged
1742,141422,116,4,4,2023-04-06 11:15:00,Customer Changed Mind
1743,128803,94,5,2,2022-11-05 00:30:00,Damaged
1744,127115,171,3,1,2022-10-28 10:30:00,Defective
1745,123165,140,8,1,2022-09-11 07:00:00,Customer Changed Mind
1746,158732,156,5,2,2023-09-09 18:45:00,Customer Changed Mind
1747,154155,90,7,6,2023-08-07 02:30:00,Customer Changed Mind
1748,125604,68,4,3,2022-10-20 16:45:00,Customer Changed Mind
1749,159305,37,2,2,2023-09-13 18:00:00,Customer Changed Mind
1750,194445,186,8,6,2024-10-04 19:00:00,Wrong Item
1751,113964,178,1,1,2022-05-29 10:45:00,Defective
1752,179323,14,4,3,2024-04-29 06:30:00,Defective
1753,184105,89,6,1,2024-06-13 02:00:00,Wrong Item
1754,118458,142,3,2,2022-07-19 06:15:00,Wrong Item
1755,129182,182,6,4,2022-11-04 23:15:00,Wrong Item
1756,156167,158,7,3,2023-08-18 01:30:00,Defective
1757,169675,61,6,1,2024-01-10 18:30:00,Wrong Item
1758,190044,54,2,1,2024-07-29 22:45:00,Defective
1759,131109,31,3,4,2022-11-26 01:00:00,Defective
1760,170697,145,1,1,2024-01-20 10:00:00,Customer Changed Mind
1761,127858,47,6,1,2022-10-25 04:15:00,Damaged
1762,151723,40,6,6,2023-06-25 18:30:00,Defective
1763,105696,38,7,5,2022-03-07 07:45:00,Damaged
1764,106290,110,4,5,2022-03-18 12:15:00,Damaged
1765,193653,105,3,6,2024-10-01 13:00:00,Wrong Item
1766,156686,139,6,6,2023-08-17 11:15:00,Damaged
1767,112277,101,6,3,2022-06-06 21:00:00,Defective
1768,122165,163,6,6,2022-08-30 21:00:00,Defective
1769,190536,180,1,6,2024-08-24 01:45:00,Customer Changed Mind
1770,175167,83,7,4,2024-03-15 23:30:00,Wrong Item
1771,170779,162,2,1,2024-02-04 06:30:00,Damaged
1772,149996,59,7,5,2023-06-09 18:45:00,Wrong Item
1773,165422,143,8,4,2023-12-08 11:15:00,Wrong Item
1774,169414,127,6,4,2024-01-02 01:15:00,Defective
1775,178100,181,2,2,2024-04-18 12:45:00,Defective
1776,133372,148,5,5,2023-01-12 14:45:00,Defective
1777,183441,98,2,6,2024-05-24 04:00:00,Customer Changed Mind
1778,188189,48,4,1,2024-07-18 15:00:00,Damaged
1779,133629,102,5,1,2023-01-10 07:00:00,Customer Changed Mind
1780,122538,177,2,3,2022-08-25 18:15:00,Damaged
1781,158577,115,5,2,2023-09-26 04:00:00,Customer Changed Mind
1782,182635,111,8,2,2024-05-29 18:30:00,Wrong Item
1783,182907,11,4,5,2024-05-16 14:30:00,Wrong Item
1784,118002,122,5,5,2022-08-04 12:15:00,Wrong Item
1785,199079,90,5,5,2024-11-25 01:30:00,Customer Changed Mind
1786,102907,22,7,5,2022-02-09 06:30:00,Customer Changed Mind
1787,129584,94,7,4,2022-11-13 03:45:00,Defective
1788,150165,141,6,2,2023-07-03 13:00:00,Customer Changed Mind
1789,163479,107,5,3,2023-10-25 05:30:00,Defective
1790,151304,82,6,5,2023-06-22 09:45:00,Damaged
1791,135352,109,5,4,2023-01-28 05:45:00,Damaged
1792,153494,105,8,3,2023-07-30 05:15:00,Wrong Item
1793,112117,157,2,4,2022-05-19 05:00:00,Wrong Item
1794,182607,151,1,1,2024-06-07 11:30:00,Wrong Item
1795,128515,72,7,6,2022-10-29 00:30:00,Defective
1796,142735,183,1,4,2023-03-30 03:30:00,Damaged
1797,166215,59,1,3,2023-11-28 17:30:00,Wrong Item
1798,184020,60,5,4,2024-06-09 04:45:00,Wrong Item
1799,144092,109,4,5,2023-04-19 06:45:00,Customer Changed Mind
1800,115063,177,1,5,2022-07-02 21:30:00,Defective
1801,193109,179,1,2,2024-09-03 21:00:00,Customer Changed Mind
1802,176448,126,4,3,2024-03-08 07:45:00,Damaged
1803,146122,53,8,6,2023-04-30 10:15:00,Wrong Item
1804,150919,113,3,4,2023-06-25 09:30:00,Wrong Item
1805,181444,27,4,1,2024-05-20 08:45:00,Customer Changed Mind
1806,149880,33,8,2,2023-06-30 13:45:00,Defective
1807,125947,136,6,4,2022-10-16 06:30:00,Defective
1808,188299,1,6,3,2024-07-10 18:30:00,Damaged
1809,111550,78,1,5,2022-05-07 07:15:00,Wrong Item
1810,121695,65,8,6,2022-08-29 23:30:00,Defective
1811,133579,10,8,5,2023-01-06 18:30:00,Damaged
1812,172631,176,6,5,2024-01-31 13:30:00,Wrong Item
1813,164243,103,2,5,2023-11-20 04:30:00,Customer Changed Mind
1814,194267,181,3,6,2024-10-04 22:30:00,Damaged
1815,136828,63,2,1,2023-01-27 14:45:00,Damaged
1816,167531,50,8,6,2023-12-21 10:30:00,Wrong Item
1817,146922,55,7,3,2023-05-07 18:15:00,Damaged
1818,145935,2,7,5,2023-04-25 11:30:00,Customer Changed Mind
1819,107012,56,1,3,2022-03-17 00:45:00,Wrong Item
1820,146437,192,7,6,2023-04-30 17:00:00,Defective
1821,125481,185,6,1,2022-10-11 10:00:00,Defective
1822,116863,198,7,6,2022-07-07 15:30:00,Customer Changed Mind
1823,162594,121,4,3,2023-11-02 00:15:00,Wrong Item
1824,183343,116,6,2,2024-05-26 03:30:00,Defective
1825,121052,144,6,6,2022-08-09 06:45:00,Damaged
1826,158906,174,8,4,2023-09-26 14:15:00,Damaged
1827,190764,134,8,3,2024-08-09 10:45:00,Customer Changed Mind
1828,185734,16,6,1,2024-06-29 01:15:00,Wrong Item
1829,181774,191,7,6,2024-05-27 19:15:00,Customer Changed Mind
1830,154481,168,8,5,2023-07-28 12:00:00,Wrong Item
1831,136666,191,8,5,2023-01-26 22:15:00,Wrong Item
1832,110347,148,8,6,2022-05-10 18:30:00,Defective
1833,118700,65,1,6,2022-08-06 18:45:00,Customer Changed Mind
1834,168677,56,1,4,2023-12-19 09:00:00,Damaged
1835,177742,164,6,6,2024-04-03 19:15:00,Damaged
1836,156353,113,1,6,2023-08-28 00:00:00,Damaged
1837,190949,181,5,5,2024-08-25 09:00:00,Defective
1838,107307,20,4,1,2022-04-13 02:30:00,Damaged
1839,198634,22,4,6,2024-10-29 10:15:00,Wrong Item
1840,173373,31,6,2,2024-03-01 07:00:00,Defective
1841,154148,93,7,6,2023-08-05 00:45:00,Defective
1842,109203,57,4,1,2022-04-30 20:30:00,Wrong Item
1843,152698,51,4,6,2023-07-08 22:15:00,Customer Changed Mind
1844,184776,189,7,6,2024-06-11 01:45:00,Defective
1845,155818,32,2,5,2023-08-21 10:15:00,Defective
1846,104015,73,1,2,2022-03-08 19:30:00,Wrong Item
1847,154480,128,7,6,2023-07-26 11:45:00,Damaged
1848,153204,180,4,2,2023-07-31 04:45:00,Defective
1849,134901,146,3,4,2023-01-24 13:00:00,Wrong Item
1850,154807,127,7,2,2023-08-04 21:30:00,Wrong Item
1851,185659,71,3,6,2024-06-23 06:30:00,Defective
1852,111643,153,1,2,2022-05-24 06:30:00,Customer Changed Mind
1853,163157,33,4,5,2023-10-22 21:00:00,Damaged
1854,139537,27,6,4,2023-02-23 20:00:00,Wrong Item
1855,121100,29,8,3,2022-08-16 18:45:00,Defective
1856,120324,45,4,2,2022-08-23 16:45:00,Damaged
1857,171283,16,7,4,2024-01-20 12:30:00,Damaged
1858,105720,181,4,5,2022-03-04 13:45:00,Customer Changed Mind
1859,189896,61,3,2,2024-07-28 09:45:00,Damaged
1860,108393,65,3,3,2022-04-01 10:00:00,Damaged
1861,197509,19,3,1,2024-10-14 17:00:00,Defective
1862,180292,57,2,3,2024-05-03 08:45:00,Wrong Item
1863,181642,129,7,5,2024-05-10 10:15:00,Defective
1864,198068,26,1,3,2024-10-21 12:45:00,Damaged
1865,191612,77,7,6,2024-09-06 06:45:00,Defective
1866,189172,49,5,2,2024-08-11 20:45:00,Damaged
1867,108911,27,7,4,2022-04-28 19:30:00,Damaged
1868,179169,146,2,3,2024-04-05 16:00:00,Defective
1869,135946,131,1,1,2023-02-08 10:15:00,Customer Changed Mind
1870,134688,52,8,2,2023-01-06 07:45:00,Defective
1871,142746,148,7,5,2023-04-08 06:15:00,Damaged
1872,136539,74,3,3,2023-02-14 14:30:00,Wrong Item
1873,153778,87,1,5,2023-07-24 04:15:00,Wrong Item
1874,118172,175,1,5,2022-07-31 06:45:00,Defective
1875,105243,51,1,6,2022-03-11 14:30:00,Defective
1876,157802,77,3,1,2023-09-09 02:15:00,Damaged
1877,149248,70,3,3,2023-06-08 23:45:00,Damaged
1878,170755,26,2,1,2024-02-06 00:30:00,Customer Changed Mind
