FeedbackID,ProductID,RegionID,Rating,FeedbackDate,Comment
2372,182,4,4,2023-12-15,Fast delivery.
2373,160,3,1,2023-05-29,Fast delivery.
2374,97,6,4,2023-08-21,Fast delivery.
2375,62,7,1,2023-09-07,Fast delivery.
2376,104,4,2,2023-09-28,Exceeded expectations.
2377,68,1,1,2023-11-06,Poor packaging.
2378,31,1,1,2023-01-05,Would not buy again.
2379,66,6,3,2023-09-17,Not as described.
2380,175,3,5,2023-06-15,Poor packaging.
2381,37,3,5,2023-05-04,Poor packaging.
2382,114,7,3,2023-01-02,Exceeded expectations.
2383,45,6,4,2023-01-05,Great product!
2384,54,6,5,2023-09-05,Good value for money.
2385,99,7,1,2023-02-19,Not as described.
2386,113,2,4,2023-05-09,Great product!
2387,142,1,4,2023-07-05,Poor packaging.
2388,200,7,3,2023-01-05,Poor packaging.
2389,166,8,2,2023-01-27,Not as described.
2390,104,2,2,2023-10-24,Great product!
2391,55,1,2,2023-09-03,Poor packaging.
2392,179,8,4,2023-07-01,Poor packaging.
2393,98,3,3,2023-05-26,Good value for money.
2394,31,2,4,2023-07-09,Great product!
2395,186,8,3,2023-01-20,Poor packaging.
2396,37,6,2,2023-06-10,Good value for money.
2397,12,6,5,2023-05-17,Poor packaging.
2398,15,3,4,2023-07-28,Exceeded expectations.
2399,70,3,1,2023-04-26,Fast delivery.
2400,145,6,1,2023-11-06,Would not buy again.
2401,43,5,5,2023-06-26,Fast delivery.
2402,147,7,5,2023-03-19,Good value for money.
2403,71,8,1,2023-02-28,Great product!
2404,110,7,3,2023-07-28,Exceeded expectations.
2405,87,3,2,2023-04-22,Great product!
2406,183,7,2,2023-04-17,Exceeded expectations.
2407,51,5,4,2023-10-16,Fast delivery.
2408,49,1,5,2023-11-08,Exceeded expectations.
2409,35,8,1,2023-04-20,Great product!
2410,123,2,5,2023-05-28,Not as described.
2411,132,8,1,2023-03-02,Great product!
2412,26,5,1,2023-05-01,Poor packaging.
2413,108,6,1,2023-08-22,Poor packaging.
2414,91,2,5,2023-03-12,Good value for money.
2415,185,5,4,2023-06-06,Good value for money.
2416,103,1,2,2023-10-02,Great product!
2417,12,1,3,2023-01-11,Not as described.
2418,59,5,2,2023-04-12,Great product!
2419,146,4,3,2023-08-24,Great product!
2420,80,3,1,2023-01-17,Great product!
2421,158,2,1,2023-04-08,Not as described.
2422,101,2,3,2023-04-08,Good value for money.
2423,82,5,5,2023-05-05,Exceeded expectations.
2424,191,5,5,2023-02-06,Exceeded expectations.
2425,61,2,3,2023-09-15,Poor packaging.
2426,27,1,1,2023-07-13,Fast delivery.
2427,75,4,3,2023-10-18,Poor packaging.
2428,76,6,5,2023-01-07,Great product!
2429,85,4,4,2023-07-09,Good value for money.
2430,191,3,4,2023-07-12,Fast delivery.
2431,77,8,4,2023-05-16,Exceeded expectations.
2432,134,2,2,2023-10-17,Would not buy again.
2433,158,7,5,2023-08-24,Would not buy again.
2434,21,5,4,2023-08-31,Great product!
2435,83,4,1,2023-02-07,Not as described.
2436,12,4,1,2023-02-19,Good value for money.
2437,106,4,4,2023-09-23,Good value for money.
2438,85,7,4,2023-10-14,Poor packaging.
2439,24,8,4,2023-11-18,Poor packaging.
2440,182,6,3,2023-12-01,Exceeded expectations.
2441,75,5,3,2023-06-11,Good value for money.
2442,78,4,3,2023-08-08,Great product!
2443,85,3,3,2023-03-05,Poor packaging.
2444,191,8,2,2023-10-17,Not as described.
2445,40,3,5,2023-07-01,Poor packaging.
2446,47,4,5,2023-09-19,Fast delivery.
2447,45,1,3,2023-03-06,Not as described.
2448,74,7,1,2023-03-03,Great product!
2449,78,3,3,2023-06-08,Fast delivery.
2450,6,3,4,2023-03-02,Fast delivery.
2451,70,4,3,2023-07-13,Good value for money.
2452,72,1,2,2023-05-31,Exceeded expectations.
2453,118,6,1,2023-02-13,Would not buy again.
2454,108,4,5,2023-06-06,Fast delivery.
2455,136,2,2,2023-01-31,Not as described.
2456,184,1,2,2023-02-16,Exceeded expectations.
2457,63,8,5,2023-12-25,Good value for money.
2458,188,3,1,2023-08-29,Good value for money.
2459,34,8,1,2023-04-01,Not as described.
2460,29,1,5,2023-09-27,Would not buy again.
2461,197,5,3,2023-08-22,Good value for money.
2462,38,2,3,2023-03-24,Exceeded expectations.
2463,7,4,4,2023-02-13,Exceeded expectations.
2464,120,3,5,2023-04-01,Not as described.
2465,49,8,2,2023-08-26,Exceeded expectations.
2466,145,6,5,2023-10-16,Good value for money.
2467,56,1,5,2023-09-12,Poor packaging.
2468,31,5,5,2023-11-19,Would not buy again.
2469,171,6,1,2023-11-04,Good value for money.
2470,89,4,1,2023-05-29,Fast delivery.
2471,67,5,4,2023-01-21,Not as described.
2472,45,3,3,2023-06-17,Not as described.
2473,138,8,4,2023-08-21,Fast delivery.
2474,150,3,5,2023-06-21,Exceeded expectations.
2475,163,1,3,2023-11-02,Great product!
2476,109,2,5,2023-10-19,Good value for money.
2477,88,6,4,2023-10-26,Good value for money.
2478,177,6,2,2023-06-23,Great product!
2479,93,1,4,2023-05-05,Not as described.
2480,160,2,5,2023-07-23,Poor packaging.
2481,22,1,2,2023-06-20,Not as described.
2482,44,3,4,2023-03-27,Great product!
2483,1,7,5,2023-03-10,Great product!
2484,102,1,3,2023-11-13,Great product!
2485,192,7,3,2023-06-23,Would not buy again.
2486,21,3,4,2023-06-19,Poor packaging.
2487,9,7,4,2023-05-01,Not as described.
2488,22,6,1,2023-12-07,Exceeded expectations.
2489,113,7,4,2023-06-30,Not as described.
2490,148,4,2,2023-12-12,Would not buy again.
2491,42,6,1,2023-05-15,Exceeded expectations.
2492,17,4,4,2023-05-24,Would not buy again.
2493,20,4,5,2023-01-23,Would not buy again.
2494,31,3,2,2023-09-09,Would not buy again.
2495,3,2,3,2023-03-24,Great product!
2496,62,6,1,2023-12-10,Would not buy again.
2497,146,3,5,2023-10-25,Not as described.
2498,157,6,1,2023-08-31,Great product!
2499,116,4,1,2023-03-10,Good value for money.
2500,179,5,5,2023-05-22,Not as described.
2501,78,6,5,2023-06-08,Poor packaging.
2502,2,4,3,2023-05-04,Great product!
2503,88,1,2,2023-03-24,Great product!
2504,62,7,2,2023-01-24,Exceeded expectations.
2505,119,8,2,2023-03-01,Not as described.
2506,144,7,2,2023-03-24,Good value for money.
2507,144,1,1,2023-08-01,Poor packaging.
2508,190,3,1,2023-02-01,Great product!
2509,55,1,5,2023-02-21,Great product!
2510,136,7,2,2023-07-04,Poor packaging.
2511,131,2,4,2023-05-02,Great product!
2512,184,2,2,2023-03-08,Would not buy again.
2513,89,2,5,2023-07-15,Poor packaging.
2514,62,4,3,2023-03-10,Great product!
2515,108,8,5,2023-12-12,Good value for money.
2516,193,3,2,2023-11-20,Fast delivery.
2517,168,5,5,2023-04-16,Great product!
2518,74,4,2,2023-02-24,Poor packaging.
2519,165,5,1,2023-07-25,Exceeded expectations.
2520,90,6,3,2023-10-29,Good value for money.
2521,53,4,2,2023-01-12,Good value for money.
2522,149,3,2,2023-08-07,Fast delivery.
2523,175,3,3,2023-06-30,Great product!
2524,102,1,5,2023-06-21,Fast delivery.
2525,38,1,1,2023-08-23,Poor packaging.
2526,165,3,4,2023-02-02,Not as described.
2527,110,8,4,2023-12-02,Poor packaging.
2528,163,8,2,2023-08-24,Fast delivery.
2529,43,6,3,2023-01-07,Not as described.
2530,86,6,4,2023-09-20,Exceeded expectations.
2531,66,2,4,2023-03-05,Great product!
2532,120,4,5,2023-08-13,Would not buy again.
2533,93,2,1,2023-11-08,Not as described.
2534,31,7,2,2023-05-18,Exceeded expectations.
2535,23,3,4,2023-02-08,Fast delivery.
2536,59,7,1,2023-08-10,Would not buy again.
2537,104,5,1,2023-11-10,Fast delivery.
2538,101,8,2,2023-12-12,Good value for money.
2539,164,1,3,2023-01-13,Poor packaging.
2540,173,7,4,2023-10-24,Exceeded expectations.
2541,14,2,1,2023-10-13,Exceeded expectations.
2542,182,3,4,2023-10-09,Fast delivery.
2543,19,7,5,2023-06-10,Poor packaging.
2544,23,2,3,2023-09-04,Good value for money.
2545,123,5,2,2023-12-08,Not as described.
2546,34,2,3,2023-03-07,Would not buy again.
2547,108,4,3,2023-04-03,Poor packaging.
2548,181,5,3,2023-05-08,Good value for money.
2549,136,2,2,2023-02-12,Great product!
2550,52,6,2,2023-06-18,Would not buy again.
2551,151,6,2,2023-01-10,Fast delivery.
2552,98,7,1,2023-10-15,Good value for money.
2553,88,1,3,2023-12-12,Fast delivery.
2554,172,2,2,2023-03-18,Would not buy again.
2555,134,1,5,2023-07-31,Exceeded expectations.
2556,48,5,4,2023-05-01,Poor packaging.
2557,69,4,3,2023-01-02,Poor packaging.
2558,86,3,1,2023-02-01,Exceeded expectations.
2559,122,7,2,2023-04-12,Not as described.
2560,157,7,1,2023-10-29,Good value for money.
2561,118,2,4,2023-10-28,Not as described.
2562,198,1,1,2023-10-17,Exceeded expectations.
2563,18,2,4,2023-06-05,Great product!
2564,131,7,2,2023-09-13,Fast delivery.
2565,10,6,4,2023-06-03,Poor packaging.
2566,156,1,1,2023-08-14,Fast delivery.
2567,148,7,1,2023-06-18,Not as described.
2568,35,2,4,2023-09-25,Good value for money.
2569,100,8,4,2023-11-08,Good value for money.
2570,89,1,1,2023-10-01,Exceeded expectations.
2571,7,5,5,2023-06-13,Good value for money.
2572,129,1,5,2023-11-22,Would not buy again.
2573,159,8,2,2023-05-28,Exceeded expectations.
2574,114,4,5,2023-05-11,Great product!
2575,89,5,4,2023-06-23,Poor packaging.
2576,41,3,4,2023-10-16,Exceeded expectations.
2577,100,1,2,2023-03-22,Would not buy again.
2578,59,1,5,2023-02-22,Poor packaging.
2579,179,1,1,2023-12-30,Would not buy again.
2580,141,4,4,2023-08-14,Fast delivery.
2581,65,3,5,2023-09-08,Poor packaging.
2582,200,8,1,2023-06-02,Not as described.
2583,26,8,5,2023-08-03,Great product!
2584,191,7,5,2023-04-05,Not as described.
2585,121,6,4,2023-07-14,Not as described.
2586,90,2,1,2023-07-22,Not as described.
2587,175,8,3,2023-12-16,Not as described.
2588,41,6,5,2023-03-27,Exceeded expectations.
2589,180,3,2,2023-05-11,Good value for money.
2590,122,1,3,2023-10-30,Exceeded expectations.
2591,36,2,4,2023-06-28,Great product!
2592,39,5,2,2023-09-13,Exceeded expectations.
2593,144,7,2,2023-05-31,Fast delivery.
2594,111,1,4,2023-12-16,Great product!
2595,51,5,2,2023-04-07,Poor packaging.
2596,134,5,1,2023-12-09,Not as described.
2597,189,4,1,2023-04-18,Exceeded expectations.
2598,89,7,3,2023-01-30,Not as described.
2599,184,8,1,2023-05-02,Not as described.
2600,184,7,4,2023-11-15,Not as described.
2601,14,3,3,2023-11-16,Not as described.
2602,29,4,2,2023-10-03,Poor packaging.
2603,6,8,2,2023-03-28,Poor packaging.
2604,137,3,1,2023-10-11,Good value for money.
2605,33,1,1,2023-07-05,Poor packaging.
2606,172,2,1,2023-03-22,Poor packaging.
2607,158,3,4,2023-09-20,Not as described.
2608,42,4,1,2023-06-02,Exceeded expectations.
2609,19,7,3,2023-07-23,Not as described.
2610,174,1,3,2023-05-08,Exceeded expectations.
2611,58,7,3,2023-01-10,Fast delivery.
2612,152,6,3,2023-05-02,Exceeded expectations.
2613,65,2,3,2023-06-02,Good value for money.
2614,135,8,3,2023-12-23,Good value for money.
2615,46,3,4,2023-11-08,Fast delivery.
2616,180,7,1,2023-07-24,Exceeded expectations.
2617,65,7,5,2023-09-26,Fast delivery.
2618,166,4,1,2023-02-18,Great product!
2619,127,8,3,2023-02-25,Not as described.
2620,75,5,3,2023-01-17,Good value for money.
2621,2,5,1,2023-08-30,Good value for money.
2622,18,3,2,2023-01-10,Fast delivery.
2623,4,8,4,2023-07-07,Fast delivery.
2624,59,1,3,2023-10-17,Good value for money.
2625,153,5,5,2023-08-11,Good value for money.
2626,86,3,1,2023-01-25,Great product!
2627,196,5,2,2023-02-27,Exceeded expectations.
2628,3,3,3,2023-01-01,Fast delivery.
2629,7,7,2,2023-05-05,Fast delivery.
2630,27,8,1,2023-06-02,Good value for money.
2631,83,7,4,2023-09-27,Poor packaging.
2632,115,8,4,2023-04-21,Not as described.
2633,125,7,1,2023-06-13,Poor packaging.
2634,133,4,2,2023-08-01,Fast delivery.
2635,93,5,5,2023-01-17,Exceeded expectations.
2636,134,8,3,2023-03-09,Fast delivery.
2637,97,5,3,2023-11-15,Great product!
2638,164,3,5,2023-07-03,Not as described.
2639,23,5,2,2023-05-26,Poor packaging.
2640,155,5,5,2023-02-15,Poor packaging.
2641,42,3,5,2023-08-08,Exceeded expectations.
2642,127,4,4,2023-01-04,Not as described.
2643,177,1,5,2023-12-17,Would not buy again.
2644,153,1,5,2023-03-06,Would not buy again.
2645,58,8,2,2023-07-01,Not as described.
2646,179,7,3,2023-11-02,Not as described.
2647,29,3,3,2023-01-08,Not as described.
2648,186,8,3,2023-03-05,Fast delivery.
2649,70,8,2,2023-11-05,Great product!
2650,53,3,5,2023-12-07,Poor packaging.
2651,19,2,4,2023-04-16,Would not buy again.
2652,115,5,2,2023-12-15,Exceeded expectations.
2653,170,4,4,2023-05-05,Exceeded expectations.
2654,172,4,5,2023-08-18,Would not buy again.
2655,72,2,2,2023-10-20,Not as described.
2656,51,8,5,2023-11-30,Fast delivery.
2657,168,8,1,2023-02-26,Good value for money.
2658,130,6,3,2023-02-11,Good value for money.
2659,44,7,3,2023-08-28,Good value for money.
2660,174,2,4,2023-11-26,Not as described.
2661,129,2,1,2023-02-11,Great product!
2662,71,5,3,2023-11-08,Good value for money.
2663,151,5,4,2023-02-10,Good value for money.
2664,67,6,5,2023-08-15,Good value for money.
2665,80,7,4,2023-09-28,Not as described.
2666,29,2,4,2023-08-07,Would not buy again.
2667,39,4,5,2023-06-03,Would not buy again.
2668,79,5,4,2023-03-11,Would not buy again.
2669,200,3,5,2023-03-06,Poor packaging.
2670,114,8,3,2023-01-29,Would not buy again.
2671,81,3,5,2023-03-08,Great product!
2672,135,2,4,2023-12-31,Fast delivery.
2673,100,6,3,2023-08-05,Would not buy again.
2674,58,3,4,2023-11-28,Fast delivery.
2675,57,5,3,2023-11-13,Good value for money.
2676,73,1,2,2023-07-21,Not as described.
2677,184,6,1,2023-07-11,Fast delivery.
2678,85,2,1,2023-04-10,Poor packaging.
2679,117,7,4,2023-11-06,Great product!
2680,39,7,1,2023-07-14,Good value for money.
2681,118,1,5,2023-11-06,Would not buy again.
2682,39,2,4,2023-06-13,Great product!
2683,190,3,2,2023-11-07,Would not buy again.
2684,140,3,3,2023-12-10,Fast delivery.
2685,57,7,2,2023-11-13,Good value for money.
2686,27,8,1,2023-02-12,Would not buy again.
2687,188,7,1,2023-06-20,Good value for money.
2688,54,6,5,2023-02-24,Would not buy again.
2689,28,4,5,2023-06-04,Poor packaging.
2690,190,2,5,2023-09-12,Not as described.
2691,194,6,1,2023-10-05,Not as described.
2692,18,1,4,2023-02-02,Great product!
2693,111,7,1,2023-02-04,Good value for money.
2694,166,2,1,2023-08-05,Great product!
2695,73,6,4,2023-08-18,Exceeded expectations.
2696,22,1,2,2023-10-12,Poor packaging.
2697,159,4,4,2023-02-05,Not as described.
2698,135,5,5,2023-03-23,Would not buy again.
2699,11,7,5,2023-04-24,Poor packaging.
2700,49,1,1,2023-06-24,Would not buy again.
2701,157,7,1,2023-09-13,Not as described.
2702,177,6,2,2023-11-19,Poor packaging.
2703,139,4,3,2023-07-08,Would not buy again.
2704,164,7,1,2023-07-16,Would not buy again.
2705,172,6,1,2023-03-06,Not as described.
2706,149,5,3,2023-08-26,Exceeded expectations.
2707,152,1,4,2023-12-03,Great product!
2708,132,5,2,2023-01-28,Exceeded expectations.
2709,26,3,2,2023-07-04,Poor packaging.
2710,122,8,5,2023-02-14,Exceeded expectations.
2711,172,1,5,2023-01-31,Would not buy again.
2712,96,4,5,2023-06-30,Exceeded expectations.
2713,86,2,1,2023-12-13,Exceeded expectations.
2714,11,1,5,2023-08-09,Would not buy again.
2715,192,2,5,2023-03-01,Exceeded expectations.
2716,62,8,1,2023-06-21,Poor packaging.
2717,11,5,1,2023-09-29,Fast delivery.
2718,170,5,2,2023-09-19,Good value for money.
2719,60,2,5,2023-07-10,Would not buy again.
2720,105,4,5,2023-10-12,Exceeded expectations.
2721,28,2,2,2023-03-13,Poor packaging.
2722,104,7,4,2023-07-01,Exceeded expectations.
2723,39,8,4,2023-09-01,Poor packaging.
2724,177,3,1,2023-01-12,Not as described.
2725,57,6,5,2023-12-06,Would not buy again.
2726,150,8,1,2023-05-20,Would not buy again.
2727,95,2,3,2023-07-28,Exceeded expectations.
2728,75,1,3,2023-10-06,Poor packaging.
2729,100,2,2,2023-04-06,Poor packaging.
2730,53,7,5,2023-04-26,Not as described.
2731,76,2,3,2023-09-15,Good value for money.
2732,136,8,4,2023-04-18,Great product!
2733,109,3,5,2023-04-23,Exceeded expectations.
2734,171,4,2,2023-01-12,Good value for money.
2735,123,3,5,2023-11-18,Would not buy again.
2736,193,2,3,2023-08-30,Not as described.
2737,130,1,5,2023-10-14,Fast delivery.
2738,129,4,5,2023-09-07,Exceeded expectations.
2739,88,3,4,2023-10-02,Not as described.
2740,200,6,3,2023-05-22,Exceeded expectations.
2741,198,6,2,2023-10-22,Great product!
2742,147,7,5,2023-12-26,Fast delivery.
2743,191,7,1,2023-03-24,Exceeded expectations.
2744,40,1,1,2023-07-12,Fast delivery.
2745,186,2,4,2023-11-21,Would not buy again.
2746,4,7,2,2023-07-22,Exceeded expectations.
2747,21,3,1,2023-03-08,Good value for money.
2748,145,1,4,2023-10-25,Good value for money.
2749,86,1,3,2023-07-24,Fast delivery.
2750,111,6,3,2023-08-22,Great product!
2751,87,3,4,2023-10-31,Exceeded expectations.
2752,150,7,4,2023-02-15,Would not buy again.
2753,158,6,5,2023-10-17,Good value for money.
2754,47,4,4,2023-01-22,Good value for money.
2755,37,8,5,2023-07-04,Good value for money.
2756,36,6,2,2023-01-12,Would not buy again.
2757,150,5,1,2023-01-19,Not as described.
2758,22,3,3,2023-07-12,Good value for money.
2759,188,6,1,2023-05-24,Exceeded expectations.
2760,183,1,4,2023-02-18,Fast delivery.
2761,166,4,4,2023-08-05,Great product!
2762,130,3,3,2023-08-17,Great product!
2763,135,6,1,2023-01-31,Poor packaging.
2764,86,5,1,2023-12-04,Fast delivery.
2765,102,6,2,2023-08-27,Good value for money.
2766,183,5,3,2023-04-22,Fast delivery.
2767,106,7,2,2023-08-19,Exceeded expectations.
2768,151,8,5,2023-07-18,Good value for money.
2769,120,8,3,2023-05-13,Not as described.
2770,130,1,3,2023-01-23,Great product!
2771,44,8,4,2023-07-09,Exceeded expectations.
2772,2,6,5,2023-11-16,Good value for money.
2773,138,6,5,2023-05-31,Not as described.
2774,88,2,5,2023-02-04,Poor packaging.
2775,38,2,5,2023-04-10,Poor packaging.
2776,140,3,4,2023-01-10,Poor packaging.
2777,47,8,2,2023-11-24,Would not buy again.
2778,120,3,5,2023-04-28,Poor packaging.
2779,24,2,5,2023-11-27,Fast delivery.
2780,99,7,4,2023-12-24,Great product!
2781,99,6,2,2023-02-25,Good value for money.
2782,75,5,4,2023-07-07,Great product!
2783,190,4,3,2023-10-19,Great product!
2784,84,4,4,2023-03-18,Great product!
2785,22,1,1,2023-12-10,Fast delivery.
2786,167,3,5,2023-08-16,Great product!
2787,65,4,1,2023-10-11,Poor packaging.
2788,41,3,4,2023-03-25,Great product!
2789,109,7,2,2023-07-10,Not as described.
2790,25,2,2,2023-11-22,Not as described.
2791,160,6,5,2023-04-22,Fast delivery.
2792,89,1,4,2023-02-23,Fast delivery.
2793,145,1,3,2023-05-03,Poor packaging.
2794,134,8,3,2023-05-11,Would not buy again.
2795,117,1,1,2023-12-08,Poor packaging.
2796,149,7,3,2023-01-23,Good value for money.
2797,99,2,2,2023-06-15,Would not buy again.
2798,43,7,2,2023-09-21,Not as described.
2799,160,2,3,2023-07-18,Poor packaging.
2800,116,4,3,2023-04-24,Exceeded expectations.
2801,109,2,4,2023-08-10,Not as described.
2802,22,2,2,2023-03-10,Not as described.
2803,103,2,5,2023-08-17,Would not buy again.
2804,199,5,2,2023-05-11,Great product!
2805,165,3,5,2023-02-28,Great product!
2806,172,7,4,2023-07-10,Would not buy again.
2807,75,1,5,2023-03-09,Poor packaging.
2808,138,3,4,2023-04-03,Poor packaging.
2809,44,8,5,2023-08-20,Poor packaging.
2810,53,2,4,2023-09-01,Not as described.
2811,28,3,2,2023-11-07,Fast delivery.
2812,97,2,2,2023-07-30,Not as described.
2813,133,3,4,2023-03-03,Not as described.
2814,172,2,4,2023-12-18,Fast delivery.
2815,35,6,2,2023-04-04,Poor packaging.
2816,181,1,4,2023-05-28,Exceeded expectations.
2817,175,4,2,2023-12-04,Would not buy again.
2818,176,7,4,2023-08-16,Exceeded expectations.
2819,87,5,1,2023-10-22,Would not buy again.
2820,47,4,3,2023-09-25,Great product!
2821,76,8,4,2023-05-31,Exceeded expectations.
2822,83,2,1,2023-08-19,Fast delivery.
2823,68,7,3,2023-07-26,Exceeded expectations.
2824,156,5,2,2023-04-19,Fast delivery.
2825,21,8,5,2023-08-13,Poor packaging.
2826,159,6,4,2023-09-25,Poor packaging.
2827,29,2,1,2023-04-04,Fast delivery.
2828,73,4,5,2023-06-13,Fast delivery.
2829,168,1,2,2023-06-10,Poor packaging.
2830,79,6,2,2023-05-13,Poor packaging.
2831,50,6,3,2023-02-02,Fast delivery.
2832,143,4,4,2023-09-13,Good value for money.
2833,187,6,2,2023-08-11,Great product!
2834,178,3,2,2023-05-14,Great product!
2835,74,7,3,2023-01-01,Exceeded expectations.
2836,177,6,4,2023-01-10,Would not buy again.
2837,73,4,3,2023-02-11,Great product!
2838,145,6,3,2023-07-03,Not as described.
2839,191,7,3,2023-05-04,Poor packaging.
2840,85,4,3,2023-03-16,Not as described.
2841,84,8,1,2023-06-14,Would not buy again.
2842,78,7,4,2023-03-13,Would not buy again.
2843,36,5,1,2023-06-01,Fast delivery.
2844,190,3,4,2023-05-02,Fast delivery.
2845,110,6,4,2023-08-24,Poor packaging.
2846,113,3,5,2023-05-29,Fast delivery.
2847,78,1,1,2023-03-04,Fast delivery.
2848,196,4,5,2023-11-06,Would not buy again.
2849,99,2,5,2023-10-28,Fast delivery.
2850,10,8,1,2023-05-22,Great product!
2851,150,5,4,2023-06-01,Good value for money.
2852,18,1,1,2023-09-11,Poor packaging.
2853,126,1,5,2023-07-15,Good value for money.
2854,117,7,2,2023-04-08,Poor packaging.
2855,199,5,3,2023-04-25,Fast delivery.
2856,9,7,1,2023-06-27,Fast delivery.
2857,65,1,1,2023-01-25,Great product!
2858,33,5,4,2023-03-29,Good value for money.
2859,48,7,5,2023-03-17,Great product!
2860,43,2,1,2023-09-03,Would not buy again.
2861,31,2,5,2023-08-28,Fast delivery.
2862,44,8,1,2023-02-04,Poor packaging.
2863,123,3,1,2023-06-29,Exceeded expectations.
2864,18,1,1,2023-02-05,Poor packaging.
2865,76,8,5,2023-01-13,Would not buy again.
2866,27,1,2,2023-11-15,Poor packaging.
2867,93,2,4,2023-07-20,Fast delivery.
2868,169,4,5,2023-04-10,Good value for money.
2869,5,1,2,2023-12-28,Poor packaging.
2870,9,1,2,2023-07-12,Not as described.
2871,58,2,2,2023-09-09,Great product!
2872,82,8,1,2023-09-12,Great product!
2873,36,3,3,2023-01-15,Good value for money.
2874,54,4,1,2023-08-20,Not as described.
2875,193,1,3,2023-01-17,Would not buy again.
2876,160,8,3,2023-06-29,Poor packaging.
2877,55,1,2,2023-11-19,Not as described.
2878,120,1,2,2023-09-29,Exceeded expectations.
2879,10,1,2,2023-12-24,Exceeded expectations.
2880,181,5,3,2023-04-23,Good value for money.
2881,33,1,4,2023-03-05,Exceeded expectations.
2882,159,3,4,2023-06-18,Would not buy again.
2883,112,4,5,2023-03-19,Good value for money.
2884,42,2,4,2023-07-18,Good value for money.
2885,181,5,2,2023-07-08,Poor packaging.
2886,83,2,4,2023-10-06,Exceeded expectations.
2887,138,7,5,2023-02-06,Good value for money.
2888,145,4,4,2023-01-06,Great product!
2889,179,1,4,2023-10-30,Fast delivery.
2890,27,8,1,2023-01-31,Fast delivery.
2891,17,4,2,2023-08-11,Poor packaging.
2892,196,8,2,2023-10-14,Good value for money.
2893,52,3,1,2023-01-29,Exceeded expectations.
2894,196,8,4,2023-12-05,Exceeded expectations.
2895,138,2,3,2023-08-31,Not as described.
2896,66,2,5,2023-02-06,Exceeded expectations.
2897,37,6,1,2023-04-22,Poor packaging.
2898,193,8,3,2023-10-01,Exceeded expectations.
2899,55,3,3,2023-08-02,Great product!
2900,114,7,2,2023-04-28,Fast delivery.
2901,33,7,2,2023-12-19,Fast delivery.
2902,187,6,2,2023-08-11,Not as described.
2903,5,1,1,2023-03-29,Great product!
2904,91,7,5,2023-03-18,Great product!
2905,10,7,1,2023-02-21,Fast delivery.
2906,58,2,1,2023-04-29,Would not buy again.
2907,141,3,2,2023-11-28,Good value for money.
2908,117,1,4,2023-11-04,Great product!
2909,187,2,4,2023-04-03,Exceeded expectations.
2910,116,8,3,2023-08-14,Would not buy again.
2911,26,4,3,2023-10-01,Great product!
2912,172,7,2,2023-11-25,Good value for money.
2913,184,7,1,2023-01-04,Fast delivery.
2914,63,3,3,2023-09-06,Fast delivery.
2915,160,8,2,2023-07-15,Would not buy again.
2916,97,3,3,2023-10-03,Exceeded expectations.
2917,175,1,2,2023-12-31,Exceeded expectations.
2918,60,4,4,2023-06-03,Good value for money.
2919,176,6,3,2023-04-19,Not as described.
2920,58,4,1,2023-08-22,Good value for money.
2921,20,8,5,2023-10-26,Good value for money.
2922,3,1,5,2023-12-13,Would not buy again.
2923,20,1,5,2023-09-12,Exceeded expectations.
2924,24,7,5,2023-05-06,Fast delivery.
2925,150,3,2,2023-08-02,Exceeded expectations.
2926,75,3,5,2023-11-07,Would not buy again.
2927,63,3,2,2023-10-21,Good value for money.
2928,115,5,5,2023-02-28,Poor packaging.
2929,121,3,2,2023-09-18,Great product!
2930,17,2,4,2023-12-13,Would not buy again.
2931,76,1,5,2023-11-15,Poor packaging.
2932,115,7,5,2023-06-13,Fast delivery.
2933,92,2,4,2023-05-29,Exceeded expectations.
2934,141,1,2,2023-09-15,Not as described.
2935,83,7,2,2023-07-22,Exceeded expectations.
2936,94,4,2,2023-02-21,Exceeded expectations.
2937,197,2,5,2023-11-12,Would not buy again.
2938,39,3,2,2023-10-20,Exceeded expectations.
2939,129,4,5,2023-10-02,Poor packaging.
2940,89,6,5,2023-06-23,Exceeded expectations.
2941,23,7,5,2023-11-01,Would not buy again.
2942,133,8,4,2023-12-28,Fast delivery.
2943,139,1,2,2023-01-15,Exceeded expectations.
2944,178,2,3,2023-03-22,Poor packaging.
2945,111,1,5,2023-11-29,Good value for money.
2946,116,4,4,2023-11-19,Would not buy again.
2947,190,6,3,2023-09-04,Exceeded expectations.
2948,62,2,1,2023-06-05,Fast delivery.
2949,108,1,4,2023-08-27,Fast delivery.
2950,177,1,5,2023-03-09,Fast delivery.
2951,37,4,4,2023-05-30,Fast delivery.
2952,103,5,2,2023-12-27,Fast delivery.
2953,188,2,4,2023-02-05,Would not buy again.
2954,3,7,2,2023-01-22,Would not buy again.
2955,50,1,1,2023-05-10,Not as described.
2956,126,3,3,2023-03-04,Good value for money.
2957,77,4,3,2023-09-07,Would not buy again.
2958,96,3,2,2023-03-17,Poor packaging.
2959,15,7,4,2023-10-11,Would not buy again.
2960,160,5,1,2023-06-09,Great product!
2961,117,7,3,2023-09-03,Great product!
2962,164,3,1,2023-06-18,Fast delivery.
2963,10,5,4,2023-06-03,Good value for money.
2964,6,6,5,2023-02-25,Poor packaging.
2965,58,1,4,2023-04-15,Exceeded expectations.
